title,year,budget,revenue,runtime,vote_count,vote_average,popularity,wr,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
9,2009,30000000,48428063.0,79.0,1291,6,18.502876999999998,5.810020365092421,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Con Air,1997,75000000,224012234.0,115.0,1289,6,11.545982,5.80979984317146,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Saw II,2005,4000000,152925093.0,92.0,1288,6,15.399863,5.809689390118714,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Unknown,2011,30000000,130786397.0,113.0,1288,6,14.443598999999999,5.809689390118714,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Bad Moms,2016,20000000,183936074.0,100.0,1287,6,9.362056,5.809578808706814,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Resident Evil: Apocalypse,2004,45000000,129394835.0,94.0,1286,6,7.850797,5.809468098711875,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Hanna,2011,30000000,63782078.0,111.0,1284,6,8.071196,5.809246292074753,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Call,2013,13000000,68572378.0,94.0,1275,6,8.611077,5.808241737732256,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Beach,2000,40000000,144056873.0,119.0,1271,6,14.430310999999998,5.807791864976203,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Love & Other Drugs,2010,30000000,102820008.0,112.0,1268,6,7.575696000000001,5.807453072728804,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Enemy of the State,1998,90000000,250649836.0,132.0,1266,6,12.978750999999999,5.807226546932016,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Black Mass,2015,53000000,98837872.0,122.0,1262,6,10.61072,5.806771892561573,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
13 Going on 30,2004,37000000,96455697.0,98.0,1260,6,12.632595,5.806543760203321,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
The Holiday,2006,85000000,194168700.0,136.0,1259,6,14.043416,5.8064294918986565,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Atlantis: The Lost Empire,2001,120000000,186053725.0,95.0,1257,6,10.901602,5.8062005498429485,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Knocked Up,2007,30000000,219076518.0,129.0,1255,6,9.058516000000001,5.805971065591726,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Rush Hour,1998,33000000,244386864.0,98.0,1254,6,11.840557,5.805856119540537,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Burn After Reading,2008,37000000,163720069.0,96.0,1251,6,13.206798999999998,5.805510462780075,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Up in the Air,2009,25000000,163670000.0,109.0,1246,6,8.338562,5.804931624871682,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Lady and the Tramp,1955,0,93600000.0,76.0,1241,6,12.994387,5.804349331214582,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Woman in Black,2012,17000000,127730736.0,95.0,1237,6,8.896678999999999,5.803880987303666,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Insidious: Chapter 2,2013,5000000,0.0,106.0,1237,6,9.040324,5.803880987303666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Big Eyes,2014,10000000,28883511.0,105.0,1236,6,7.412826,5.803763550769117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mad Max,1979,400000,100000000.0,93.0,1235,6,11.412619,5.803645973507745,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Let's Be Cops,2014,17000000,136621271.0,104.0,1234,6,15.962793,5.803528255266443,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Predators,2010,40000000,126248813.0,107.0,1231,6,9.034929,5.803174252122778,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28 Weeks Later,2007,15000000,64238440.0,100.0,1225,6,12.884191,5.802462404933348,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Seven Psychopaths,2012,15000000,19422261.0,110.0,1224,6,9.643538000000001,5.802343262837409,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vacation,2015,31000000,104384188.0,99.0,1218,6,11.33038,5.801625381225439,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Mask of Zorro,1998,95000000,250288523.0,136.0,1211,6,11.348096,5.800781233911505,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3:10 to Yuma,2007,55000000,70016220.0,122.0,1210,6,18.079094,5.800660054613399,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dumbo,1941,812000,1600000.0,64.0,1206,6,14.655879,5.80017385962465,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Death Race,2008,45000000,73762516.0,105.0,1205,6,13.530029999999998,5.800051940075916,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Why Him?,2016,38000000,118034273.0,111.0,1203,6,14.531429,5.7998076541138825,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valkyrie,2008,75000000,200276000.0,121.0,1195,6,8.635464,5.798824511838198,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
Forgetting Sarah Marshall,2008,30000000,105173115.0,111.0,1194,6,15.106676,5.798700939671024,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
GoldenEye,1995,58000000,352194034.0,130.0,1194,6,14.686035999999998,5.798700939671024,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Unstoppable,2010,100000000,167805466.0,98.0,1193,6,12.697059,5.798577215601982,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chicken Run,2000,45000000,224834564.0,84.0,1190,6,11.834245,5.798205129177601,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kingdom of Heaven,2005,130000000,211643158.0,144.0,1187,6,16.296471,5.797831665505507,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Jobs,2013,12000000,35931410.0,128.0,1183,6,14.294019,5.797331558308241,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
The Hunchback of Notre Dame,1996,100000000,100138851.0,91.0,1182,6,13.553999,5.79720614466858,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Insomnia,2002,46000000,113714830.0,118.0,1181,6,11.424974,5.797080575717911,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Lights Out,2016,4900000,148868835.0,81.0,1174,6,11.494907,5.7961972200151894,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Meet Joe Black,1998,90000000,142940100.0,178.0,1174,6,14.026744,5.7961972200151894,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
Crank,2006,12000000,42931041.0,88.0,1172,6,12.627593,5.795943418296654,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Machete,2010,20000000,31327899.0,105.0,1171,6,7.120403,5.795816280239517,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pineapple Express,2008,27000000,101624843.0,111.0,1169,6,8.461369,5.795561528249798,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Run All Night,2015,50000000,71561644.0,114.0,1169,6,16.838145,5.795561528249798,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
American Wedding,2003,55000000,231449203.0,103.0,1158,6,14.397139000000001,5.794148950869614,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Walk,2015,35000000,61181942.0,123.0,1151,6,9.425787,5.793239829516988,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
A Walk Among the Tombstones,2014,28000000,53181600.0,113.0,1145,6,14.914924,5.792454167057901,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Epic,2013,100000000,268426634.0,102.0,1143,6,11.913405000000001,5.792190951036416,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Red Dragon,2002,78000000,209196298.0,124.0,1142,6,2.968157,5.792059092502808,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
True Lies,1994,115000000,378882411.0,141.0,1138,6,11.396099000000001,5.791529980778897,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A Christmas Carol,2009,200000000,325233863.0,96.0,1137,6,12.869273,5.791397281848775,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ghostbusters II,1989,37000000,215394738.0,108.0,1131,6,16.414239000000002,5.790597527018802,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Patriot,2000,110000000,215294342.0,165.0,1130,6,15.960788,5.790463637969582,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Ace Ventura: When Nature Calls,1995,30000000,212385533.0,90.0,1128,6,8.205447999999999,5.790195345572616,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Self/less,2015,26000000,30523226.0,116.0,1122,6,25.301568,5.789386330195646,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Under the Skin,2014,13300000,5380251.0,108.0,1118,6,6.707974,5.788843511459037,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Over the Hedge,2006,80000000,343397247.0,83.0,1116,6,9.382953,5.788571051473824,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Serial (Bad) Weddings,2014,13000000,0.0,94.0,1114,6,10.926965,5.78829788745764,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Road,2009,32000000,27635305.0,111.0,1113,6,14.958098000000001,5.788161040584631,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Planet Terror,2007,0,0.0,105.0,1109,6,10.370384,5.787611879315895,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Saw III,2006,10000000,163876815.0,108.0,1104,6,14.938035000000001,5.786921410783111,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Cube,1997,250000,501818.0,90.0,1101,6,12.095263000000001,5.7865049705436,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
The Village,2004,60000000,256697520.0,108.0,1101,6,8.172707,5.7865049705436,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
The Lovely Bones,2009,65000000,93525586.0,136.0,1101,6,12.738789,5.7865049705436,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Vanilla Sky,2001,68000000,203388341.0,136.0,1100,6,10.071057000000001,5.786365795165858,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False
American Ultra,2015,28000000,27139524.0,96.0,1099,6,9.534828,5.786226438215542,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Money Monster,2016,27000000,93282604.0,98.0,1096,6,11.953822,5.7858072743689055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Upside Down,2012,60000000,8106475.0,104.0,1094,6,7.37535,5.785526917398184,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
Turbo,2013,135000000,282570682.0,96.0,1094,6,8.979753,5.785526917398184,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Silent Hill,2006,50000000,97607453.0,125.0,1093,6,7.9384570000000005,5.785386463513049,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Step Up,2006,12000000,114194847.0,104.0,1092,6,14.21769,5.785245825546806,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
The Blair Witch Project,1999,60000,248000000.0,81.0,1090,6,14.838385999999998,5.784963995921539,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Phone Booth,2002,13000000,97837138.0,81.0,1087,6,9.142772,5.784539861791207,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Step Brothers,2008,65000000,128107642.0,98.0,1084,6,8.579638000000001,5.784114051241387,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Babel,2006,25000000,135330182.0,143.0,1083,6,12.60853,5.783971740134756,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Oculus,2013,5000000,44030246.0,104.0,1079,6,8.698042999999998,5.783400614530355,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Rush Hour 2,2001,90000000,347325802.0,90.0,1078,6,8.345985,5.783257360968536,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Gift,2015,5000000,58978653.0,108.0,1077,6,8.585856,5.7831139177924715,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Transporter 2,2005,32000000,85167639.0,87.0,1076,6,11.359658999999999,5.782970284625447,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Spectacular Now,2013,2500000,6854611.0,95.0,1074,6,8.098964,5.782682446806648,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Get Smart,2008,80000000,230685453.0,110.0,1072,6,11.35779,5.782393844478371,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Lethal Weapon 2,1989,25000000,227853986.0,114.0,1066,6,12.834276,5.781523419856284,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Mechanic,2011,40000000,51070807.0,93.0,1066,6,9.832342,5.781523419856284,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Princess Diaries,2001,37000000,165335153.0,115.0,1063,6,7.387171,5.7810855910383605,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Magic Mike,2012,7000000,167221571.0,110.0,1062,6,8.732425,5.780939257877289,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lawless,2012,26000000,53676580.0,115.0,1055,6,7.968423,5.779909422286384,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Trolls,2016,125000000,346864462.0,92.0,1054,6,16.83711,5.779761511951899,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Man in the Iron Mask,1998,0,0.0,132.0,1052,6,7.960605,5.779465094067581,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Family,2013,30000000,36894225.0,111.0,1052,6,8.047735000000001,5.779465094067581,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vicky Cristina Barcelona,2008,15000000,96408652.0,96.0,1050,6,9.648539,5.779167877213225,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
High School Musical,2006,4200000,0.0,98.0,1048,6,10.187478,5.778869858154134,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
The Lorax,2012,70000000,348840316.0,86.0,1048,6,7.689394999999999,5.778869858154134,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Number 23,2007,30000000,77566815.0,101.0,1045,6,8.140941,5.778421318312661,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Casper,1995,50000000,287928194.0,100.0,1045,6,12.812539,5.778421318312661,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Superman,1978,55000000,300218018.0,143.0,1042,6,15.460102,5.777970955138501,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Dawn of the Dead,2004,28000000,102356381.0,101.0,1039,6,13.157873,5.777518757491124,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Eagle Eye,2008,80000000,178066569.0,118.0,1038,6,14.324875,5.777367615342681,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Disturbia,2007,20000000,117760134.0,105.0,1038,6,18.006895999999998,5.777367615342681,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
The Lion King 2: Simba's Pride,1998,0,0.0,81.0,1034,6,9.417261,5.776760987591571,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Austin Powers: The Spy Who Shagged Me,1999,33000000,310940086.0,95.0,1034,6,13.984182,5.776760987591571,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Austin Powers: International Man of Mystery,1997,16500000,67683989.0,94.0,1033,6,11.749158999999999,5.7766088137589815,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Descent,2005,0,0.0,99.0,1029,6,8.794041,5.775998038130162,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Blended,2014,40000000,123494610.0,117.0,1028,6,10.395472,5.775844822013971,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johnny English Reborn,2011,45000000,160078586.0,101.0,1026,6,10.668658,5.775537760126319,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The BFG,2016,140000000,183345589.0,120.0,1026,6,18.769476,5.775537760126319,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
A Monster Calls,2016,43000000,46652768.0,108.0,1023,6,24.483893,5.77507558667428,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Big,1988,18000000,151668774.0,104.0,1022,6,9.562292,5.774921105621171,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False
Goosebumps,2015,58000000,158162788.0,103.0,1022,6,12.365292,5.774921105621171,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
What Women Want,2000,70000000,374111707.0,127.0,1021,6,9.963078999999999,5.774766412222972,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
That Awkward Moment,2014,8000000,26049082.0,94.0,1020,6,8.060402999999999,5.774611506041559,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Demolition Man,1993,57000000,159055768.0,115.0,1018,6,11.626116,5.774301053570541,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27 Dresses,2008,30000000,160259319.0,111.0,1013,6,10.342202,5.773521167784676,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
DodgeBall: A True Underdog Story,2004,20000000,167722310.0,92.0,1009,6,11.967379,5.772893367833975,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rambo,2008,50000000,113244290.0,92.0,1009,6,9.915560000000001,5.772893367833975,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Tree of Life,2011,32000000,54674226.0,139.0,1009,6,11.204539,5.772893367833975,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Elf,2003,32000000,173398518.0,97.0,1007,6,8.754132,5.772578160849705,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Secret Window,2004,40000000,92913171.0,96.0,1007,6,9.524283,5.772578160849705,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
The Ugly Truth,2009,38000000,205298907.0,96.0,1005,6,8.450799,5.772262077682019,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Insidious: Chapter 3,2015,10000000,104303851.0,97.0,1005,6,10.098792,5.772262077682019,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Bicentennial Man,1999,100000000,93700000.0,131.0,998,6,9.369917999999998,5.771148833648342,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rio 2,2014,103000000,500188435.0,102.0,997,6,8.18534,5.770988909702603,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Drag Me to Hell,2009,30000000,90810892.0,99.0,995,6,15.809588,5.770668390331998,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Legend,2015,25000000,42972994.0,131.0,994,6,11.187833,5.770507793966684,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
He's Just Not That Into You,2009,40000000,177259441.0,129.0,988,6,8.376094,5.76953947242224,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Miss Congeniality,2000,45000000,212000000.0,111.0,987,6,9.510762,5.769377290488688,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Cop,1984,15000000,316360478.0,105.0,985,6,8.503483000000001,5.76905224086288,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rocky IV,1985,31000000,300473716.0,91.0,984,6,10.25721,5.768889372203404,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Lucky One,2012,25000000,99357138.0,101.0,981,6,7.740761999999999,5.768399385006662,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Remember Me,2010,16000000,56032889.0,113.0,980,6,8.307719,5.768235593906949,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Chocolat,2000,25000000,152500343.0,121.0,979,6,8.9256,5.768071570972701,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Trance,2013,20000000,24261569.0,101.0,975,6,7.876299,5.7674131510180455,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Burnt,2015,20000000,36606743.0,100.0,974,6,8.066726,5.76724796149462,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bridget Jones's Baby,2016,35000000,211952420.0,123.0,972,6,10.754139,5.766916877513816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Taking of Pelham 1 2 3,2009,100000000,150166126.0,106.0,971,6,15.099110000000001,5.766750982052972,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Twister,1996,92000000,494471524.0,113.0,966,6,8.739144,5.765917949846018,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Foxcatcher,2014,24000000,12096300.0,134.0,965,6,8.10357,5.765750628866638,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
"Me, Myself & Irene",2000,51000000,149270999.0,116.0,956,6,9.95456,5.764233906319731,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Descendants,2011,20000000,177243185.0,115.0,956,6,11.794753,5.764233906319731,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dr. No,1962,950000,59600000.0,110.0,953,6,19.931606,5.763723958027704,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Project Almanac,2015,12000000,32248241.0,106.0,953,6,9.363482000000001,5.763723958027704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Frankenweenie,2012,39000000,35287788.0,87.0,951,6,10.296047,5.763382765187311,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rocky II,1979,7000000,200182160.0,119.0,948,6,11.789813,5.7628691243013215,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Swordfish,2001,102000000,147080413.0,99.0,946,6,9.646208,5.762525456365526,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Coming to America,1988,39000000,288752301.0,116.0,944,6,7.830087,5.762180790845012,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Stargate,1994,55000000,196567262.0,121.0,942,6,13.328923999999999,5.761835123389845,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jerry Maguire,1996,50000000,273552592.0,139.0,941,6,11.807601,5.761661912570492,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Tomorrow Never Dies,1997,110000000,333011068.0,119.0,941,6,17.159576,5.761661912570492,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anchorman 2: The Legend Continues,2013,50000000,173649015.0,119.0,940,6,7.600751,5.761488449624764,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Cure for Wellness,2017,40000000,26559557.0,146.0,939,6,13.28436,5.7613147340017665,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
Robin Hood: Prince of Thieves,1991,48000000,390493908.0,143.0,937,6,10.639244,5.760966542512346,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cloudy with a Chance of Meatballs 2,2013,78000000,248384621.0,95.0,936,6,14.412060999999998,5.7607920655360765,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Man on a Ledge,2012,42000000,46221189.0,102.0,936,6,10.528172999999999,5.7607920655360765,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Sword in the Stone,1963,3000000,22182353.0,79.0,935,6,10.636458,5.760617333662838,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
A Knight's Tale,2001,65000000,117487473.0,132.0,933,6,10.90061,5.760267102987876,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Scream 4,2011,40000000,97138686.0,111.0,930,6,10.000721,5.759739831220253,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
We Bought a Zoo,2011,50000000,120081841.0,124.0,928,6,10.563152,5.759387026273441,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Horton Hears a Who!,2008,85000000,297138014.0,88.0,927,6,8.326699000000001,5.759210234962841,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
The Next Three Days,2010,30000000,51148651.0,133.0,927,6,9.591425,5.759210234962841,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Natural Born Killers,1994,34000000,50282766.0,119.0,927,6,11.226856,5.759210234962841,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Neon Demon,2016,7000000,1333124.0,117.0,926,6,13.410522,5.75903318366502,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
The Ides of March,2011,12500000,75993061.0,101.0,924,6,6.82647,5.758678298810327,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Spaceballs,1987,22700000,38119483.0,96.0,924,6,9.10373,5.758678298810327,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Freaky Friday,2003,26000000,110230332.0,97.0,919,6,7.867999,5.7577864965147265,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Body of Lies,2008,70000000,113280098.0,128.0,919,6,12.886125,5.7577864965147265,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Karate Kid,1984,8000000,90815558.0,126.0,913,6,7.644989999999999,5.756707594494748,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Monster House,2006,75000000,140175006.0,91.0,912,6,15.402378,5.756526842336126,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
